Object_ID,Provinsi,Tanggal,Kasus_Terkonfirmasi_Akumulatif,Penambahan_Harian_Kasus_Terkonf,Kasus_Sembuh_Akumulatif,Penambahan_Harian_Kasus_Sembuh,Kasus_Meninggal_Akumulatif,Penambahan_Harian_Kasus_Meningg,Kasus_Aktif_Akumulatif,CFR_Harian,RI_Harian,FID,ObjectId
1383,Nusa Tenggara Barat,2020/04/10 00:00:00+00,25,9,2,0,0,0,23,0,8,1383,4954
1384,Sumatera Selatan,2020/04/10 00:00:00+00,21,4,1,0,2,0,18,10,5,1384,4955
1385,Sumatera Barat,2020/04/10 00:00:00+00,31,13,6,6,3,3,22,10,19,1385,4956
1386,Sulawesi Utara,2020/04/10 00:00:00+00,13,5,1,0,2,1,10,15,8,1386,4957
1387,Sumatera Utara,2020/04/10 00:00:00+00,59,0,8,8,4,0,47,7,14,1387,4958
1388,Sulawesi Tenggara,2020/04/10 00:00:00+00,15,0,1,0,0,0,14,0,7,1388,4959
1389,Sulawesi Selatan,2020/04/10 00:00:00+00,167,29,24,1,11,3,132,7,14,1389,4960
1390,Sulawesi Tengah,2020/04/10 00:00:00+00,14,9,0,0,2,0,12,14,0,1390,4961
1391,Lampung,2020/04/10 00:00:00+00,20,5,1,0,1,0,18,5,5,1391,4962
1392,Riau,2020/04/10 00:00:00+00,13,0,1,0,0,0,12,0,8,1392,4963
1393,Maluku Utara,2020/04/10 00:00:00+00,2,0,1,0,0,0,1,0,50,1393,4964
1394,Maluku,2020/04/10 00:00:00+00,3,0,1,0,0,0,2,0,33,1394,4965
1395,Papua Barat,2020/04/10 00:00:00+00,2,0,0,0,1,0,1,50,0,1395,4966
1396,Papua,2020/04/10 00:00:00+00,38,0,3,0,2,0,33,5,8,1396,4967
1397,Sulawesi Barat,2020/04/10 00:00:00+00,3,1,0,0,0,0,3,0,0,1397,4968
1398,Nusa Tenggara Timur,2020/04/10 00:00:00+00,1,0,0,0,0,0,1,0,0,1398,4969
1399,Gorontalo,2020/04/10 00:00:00+00,1,1,0,0,0,0,1,0,0,1399,4970
1400,Indonesia,2020/04/10 00:00:00+00,35,0,0,0,0,0,35,0,0,1400,4971
1401,Aceh,2020/04/11 00:00:00+00,5,0,1,0,1,0,3,20,20,1401,4972
1402,Bali,2020/04/11 00:00:00+00,79,4,19,0,2,0,58,3,24,1402,4973
1403,Banten,2020/04/11 00:00:00+00,279,36,7,0,21,0,251,8,3,1403,4974
1404,Kepulauan Bangka Belitung,2020/04/11 00:00:00+00,4,1,0,0,1,0,3,25,0,1404,4975
1405,Bengkulu,2020/04/11 00:00:00+00,4,0,0,0,1,0,3,25,0,1405,4976
1406,Daerah Istimewa Yogyakarta,2020/04/11 00:00:00+00,41,0,6,0,7,0,28,17,15,1406,4977
1407,DKI Jakarta,2020/04/11 00:00:00+00,1948,196,82,0,159,5,1707,8,4,1407,4978
1408,Jambi,2020/04/11 00:00:00+00,4,2,0,0,0,0,4,0,0,1408,4979
1409,Jawa Barat,2020/04/11 00:00:00+00,421,32,19,0,40,0,362,10,5,1409,4980
1410,Jawa Tengah,2020/04/11 00:00:00+00,144,0,18,0,22,0,104,15,13,1410,4981
1411,Jawa Timur,2020/04/11 00:00:00+00,267,11,64,2,25,3,178,9,24,1411,4982
1412,Kalimantan Barat,2020/04/11 00:00:00+00,10,0,3,0,2,0,5,20,30,1412,4983
1413,Kalimantan Timur,2020/04/11 00:00:00+00,35,0,6,0,1,0,28,3,17,1413,4984
1414,Kalimantan Tengah,2020/04/11 00:00:00+00,24,0,7,0,1,0,16,4,29,1414,4985
1415,Kalimantan Selatan,2020/04/11 00:00:00+00,29,0,0,0,2,0,27,7,0,1415,4986
1416,Kalimantan Utara,2020/04/11 00:00:00+00,16,0,0,0,1,1,15,6,0,1416,4987
1417,Kepulauan Riau,2020/04/11 00:00:00+00,21,0,2,0,1,0,18,5,10,1417,4988
1418,Nusa Tenggara Barat,2020/04/11 00:00:00+00,27,2,2,0,2,2,23,7,7,1418,4989
1419,Sumatera Selatan,2020/04/11 00:00:00+00,21,0,1,0,2,0,18,10,5,1419,4990
1420,Sumatera Barat,2020/04/11 00:00:00+00,31,0,7,1,3,0,21,10,23,1420,4991
1421,Sulawesi Utara,2020/04/11 00:00:00+00,13,0,1,0,2,0,10,15,8,1421,4992
1422,Sumatera Utara,2020/04/11 00:00:00+00,59,0,8,0,8,4,43,14,14,1422,4993
1423,Sulawesi Tenggara,2020/04/11 00:00:00+00,16,1,1,0,1,1,14,6,6,1423,4994
1424,Sulawesi Selatan,2020/04/11 00:00:00+00,178,11,25,1,15,4,138,8,14,1424,4995
1425,Sulawesi Tengah,2020/04/11 00:00:00+00,19,5,0,0,2,0,17,11,0,1425,4996
1426,Lampung,2020/04/11 00:00:00+00,20,0,1,0,1,0,18,5,5,1426,4997
1427,Riau,2020/04/11 00:00:00+00,16,3,1,0,0,0,15,0,6,1427,4998
1428,Maluku Utara,2020/04/11 00:00:00+00,2,0,1,0,0,0,1,0,50,1428,4999
1429,Maluku,2020/04/11 00:00:00+00,3,0,1,0,0,0,2,0,33,1429,5000
1430,Papua Barat,2020/04/11 00:00:00+00,2,0,0,0,1,0,1,50,0,1430,5001
1431,Papua,2020/04/11 00:00:00+00,62,24,3,0,2,0,57,3,5,1431,5002
1432,Sulawesi Barat,2020/04/11 00:00:00+00,5,2,0,0,1,1,4,20,0,1432,5003
1433,Nusa Tenggara Timur,2020/04/11 00:00:00+00,1,0,0,0,0,0,1,0,0,1433,5004
1434,Gorontalo,2020/04/11 00:00:00+00,1,0,0,0,0,0,1,0,0,1434,5005
1435,Indonesia,2020/04/11 00:00:00+00,35,0,0,0,0,0,35,0,0,1435,5006
1436,Aceh,2020/04/12 00:00:00+00,5,0,1,0,1,0,3,20,20,1436,5007
1437,Bali,2020/04/12 00:00:00+00,81,2,19,0,2,0,60,2,23,1437,5008
1438,Banten,2020/04/12 00:00:00+00,281,2,7,0,21,0,253,7,2,1438,5009
1439,Kepulauan Bangka Belitung,2020/04/12 00:00:00+00,4,0,0,0,1,0,3,25,0,1439,5010
1440,Bengkulu,2020/04/12 00:00:00+00,4,0,0,0,1,0,3,25,0,1440,5011
1441,Daerah Istimewa Yogyakarta,2020/04/12 00:00:00+00,41,0,6,0,7,0,28,17,15,1441,5012
1442,DKI Jakarta,2020/04/12 00:00:00+00,2044,96,142,60,195,36,1707,10,7,1442,5013
1443,Jambi,2020/04/12 00:00:00+00,4,0,0,0,0,0,4,0,0,1443,5014
1444,Jawa Barat,2020/04/12 00:00:00+00,450,29,19,0,43,3,388,10,4,1444,5015
1445,Jawa Tengah,2020/04/12 00:00:00+00,200,56,19,1,25,3,156,13,10,1445,5016
1446,Jawa Timur,2020/04/12 00:00:00+00,386,119,68,4,27,2,291,7,18,1446,5017
1447,Kalimantan Barat,2020/04/12 00:00:00+00,13,3,3,0,3,1,7,23,23,1447,5018
1448,Kalimantan Timur,2020/04/12 00:00:00+00,35,0,6,0,1,0,28,3,17,1448,5019
1449,Kalimantan Tengah,2020/04/12 00:00:00+00,24,0,7,0,1,0,16,4,29,1449,5020
1450,Kalimantan Selatan,2020/04/12 00:00:00+00,34,5,0,0,2,0,32,6,0,1450,5021
1451,Kalimantan Utara,2020/04/12 00:00:00+00,16,0,0,0,1,0,15,6,0,1451,5022
1452,Kepulauan Riau,2020/04/12 00:00:00+00,21,0,2,0,1,0,18,5,10,1452,5023
1453,Nusa Tenggara Barat,2020/04/12 00:00:00+00,37,10,2,0,2,0,33,5,5,1453,5024
1454,Sumatera Selatan,2020/04/12 00:00:00+00,21,0,4,3,2,0,15,10,19,1454,5025
1455,Sumatera Barat,2020/04/12 00:00:00+00,44,13,6,0,3,0,35,7,14,1455,5026
1456,Sulawesi Utara,2020/04/12 00:00:00+00,17,4,1,0,2,0,14,12,6,1456,5027
1457,Sumatera Utara,2020/04/12 00:00:00+00,65,6,8,0,8,0,49,12,12,1457,5028
1458,Sulawesi Tenggara,2020/04/12 00:00:00+00,16,0,1,0,1,0,14,6,6,1458,5029
1459,Sulawesi Selatan,2020/04/12 00:00:00+00,222,44,25,0,15,0,182,7,11,1459,5030
1460,Sulawesi Tengah,2020/04/12 00:00:00+00,19,0,2,2,2,0,15,11,11,1460,5031
1461,Lampung,2020/04/12 00:00:00+00,20,0,1,0,1,0,18,5,5,1461,5032
1462,Riau,2020/04/12 00:00:00+00,16,0,1,0,0,0,15,0,6,1462,5033
1463,Maluku Utara,2020/04/12 00:00:00+00,2,0,1,0,0,0,1,0,50,1463,5034
1464,Maluku,2020/04/12 00:00:00+00,11,8,1,0,0,0,10,0,9,1464,5035
1465,Papua Barat,2020/04/12 00:00:00+00,3,1,0,0,1,0,2,33,0,1465,5036
1466,Papua,2020/04/12 00:00:00+00,63,1,5,2,3,1,55,5,8,1466,5037
1467,Sulawesi Barat,2020/04/12 00:00:00+00,5,0,2,1,1,0,2,20,40,1467,5038
1468,Nusa Tenggara Timur,2020/04/12 00:00:00+00,1,0,0,0,0,0,1,0,0,1468,5039
1469,Gorontalo,2020/04/12 00:00:00+00,1,0,0,0,0,0,1,0,0,1469,5040
1470,Indonesia,2020/04/12 00:00:00+00,35,0,0,0,0,0,35,0,0,1470,5041
1471,Aceh,2020/04/13 00:00:00+00,5,0,4,3,1,0,0,20,80,1471,5042
1472,Bali,2020/04/13 00:00:00+00,86,5,20,1,2,0,64,2,23,1472,5043
1473,Banten,2020/04/13 00:00:00+00,285,4,7,0,22,1,256,8,2,1473,5044
1474,Kepulauan Bangka Belitung,2020/04/13 00:00:00+00,4,0,0,0,1,0,3,25,0,1474,5045
1475,Bengkulu,2020/04/13 00:00:00+00,4,0,0,0,1,0,3,25,0,1475,5046
1476,Daerah Istimewa Yogyakarta,2020/04/13 00:00:00+00,57,16,6,0,7,0,44,12,11,1476,5047
1477,DKI Jakarta,2020/04/13 00:00:00+00,2186,160,142,0,204,9,1840,9,6,1477,5048
1478,Jambi,2020/04/13 00:00:00+00,4,0,0,0,0,0,4,0,0,1478,5049
1479,Jawa Barat,2020/04/13 00:00:00+00,540,60,22,3,52,9,466,10,4,1479,5050
1480,Jawa Tengah,2020/04/13 00:00:00+00,203,3,19,0,25,0,159,12,9,1480,5051
1481,Jawa Timur,2020/04/13 00:00:00+00,440,54,73,5,30,3,337,7,17,1481,5052
1482,Kalimantan Barat,2020/04/13 00:00:00+00,13,0,3,0,3,0,7,23,23,1482,5053
1483,Kalimantan Timur,2020/04/13 00:00:00+00,35,0,6,0,1,0,28,3,17,1483,5054
1484,Kalimantan Tengah,2020/04/13 00:00:00+00,25,1,8,1,1,0,16,4,32,1484,5055
1485,Kalimantan Selatan,2020/04/13 00:00:00+00,34,0,0,0,2,0,32,6,0,1485,5056
1486,Kalimantan Utara,2020/04/13 00:00:00+00,16,0,0,0,1,0,15,6,0,1486,5057
1487,Kepulauan Riau,2020/04/13 00:00:00+00,21,0,2,0,1,0,18,5,10,1487,5058
1488,Nusa Tenggara Barat,2020/04/13 00:00:00+00,37,0,2,0,2,0,33,5,5,1488,5059
1489,Sumatera Selatan,2020/04/13 00:00:00+00,18,0,4,0,2,0,12,11,22,1489,5060
1490,Sumatera Barat,2020/04/13 00:00:00+00,45,1,7,0,3,0,35,7,16,1490,5061
1491,Sulawesi Utara,2020/04/13 00:00:00+00,17,0,2,1,2,0,13,12,12,1491,5062
1492,Sumatera Utara,2020/04/13 00:00:00+00,67,2,9,1,9,1,49,13,13,1492,5063
1493,Sulawesi Tenggara,2020/04/13 00:00:00+00,16,0,1,0,1,0,14,6,6,1493,5064
1494,Sulawesi Selatan,2020/04/13 00:00:00+00,223,0,31,6,15,0,177,7,14,1494,5065
1495,Sulawesi Tengah,2020/04/13 00:00:00+00,19,0,2,0,2,0,15,11,11,1495,5066
1496,Lampung,2020/04/13 00:00:00+00,21,1,1,0,4,3,16,19,5,1496,5067
1497,Riau,2020/04/13 00:00:00+00,20,4,1,0,0,0,19,0,5,1497,5068
1498,Maluku Utara,2020/04/13 00:00:00+00,2,0,1,0,0,0,1,0,50,1498,5069
1499,Maluku,2020/04/13 00:00:00+00,11,0,1,0,0,0,10,0,9,1499,5070
1500,Papua Barat,2020/04/13 00:00:00+00,2,0,0,0,1,0,1,50,0,1500,5071
1501,Papua,2020/04/13 00:00:00+00,68,5,5,0,3,0,60,4,7,1501,5072
1502,Sulawesi Barat,2020/04/13 00:00:00+00,5,0,1,0,1,0,3,20,20,1502,5073
1503,Nusa Tenggara Timur,2020/04/13 00:00:00+00,1,0,0,0,0,0,1,0,0,1503,5074
1504,Gorontalo,2020/04/13 00:00:00+00,1,0,0,0,0,0,1,0,0,1504,5075
1505,Indonesia,2020/04/13 00:00:00+00,26,0,0,0,0,0,26,0,0,1505,5076
1506,Aceh,2020/04/14 00:00:00+00,5,0,4,0,1,0,0,20,80,1506,5077
1507,Bali,2020/04/14 00:00:00+00,92,6,21,1,2,0,69,2,23,1507,5078
1508,Banten,2020/04/14 00:00:00+00,280,4,7,0,22,0,251,8,3,1508,5079
1509,Kepulauan Bangka Belitung,2020/04/14 00:00:00+00,4,0,0,0,1,0,3,25,0,1509,5080
1510,Bengkulu,2020/04/14 00:00:00+00,4,0,0,0,1,0,3,25,0,1510,5081
1511,Daerah Istimewa Yogyakarta,2020/04/14 00:00:00+00,62,5,18,12,7,0,37,11,29,1511,5082
1512,DKI Jakarta,2020/04/14 00:00:00+00,2335,130,163,21,241,37,1931,10,7,1512,5083
1513,Jambi,2020/04/14 00:00:00+00,5,1,0,0,0,0,5,0,0,1513,5084
1514,Jawa Barat,2020/04/14 00:00:00+00,530,0,23,1,52,0,455,10,4,1514,5085
1515,Jawa Tengah,2020/04/14 00:00:00+00,278,75,19,0,26,1,233,9,7,1515,5086
1516,Jawa Timur,2020/04/14 00:00:00+00,475,35,76,3,41,11,358,9,16,1516,5087
1517,Kalimantan Barat,2020/04/14 00:00:00+00,13,0,5,2,3,0,5,23,38,1517,5088
1518,Kalimantan Timur,2020/04/14 00:00:00+00,35,0,6,0,1,0,28,3,17,1518,5089
1519,Kalimantan Tengah,2020/04/14 00:00:00+00,25,0,8,0,1,0,16,4,32,1519,5090
1520,Kalimantan Selatan,2020/04/14 00:00:00+00,37,3,3,3,5,3,29,14,8,1520,5091
1521,Kalimantan Utara,2020/04/14 00:00:00+00,16,0,0,0,1,0,15,6,0,1521,5092
1522,Kepulauan Riau,2020/04/14 00:00:00+00,26,5,2,0,5,4,19,19,8,1522,5093
1523,Nusa Tenggara Barat,2020/04/14 00:00:00+00,37,0,2,0,2,0,33,5,5,1523,5094
1524,Sumatera Selatan,2020/04/14 00:00:00+00,19,1,4,0,2,0,13,11,21,1524,5095
1525,Sumatera Barat,2020/04/14 00:00:00+00,48,3,7,0,5,2,36,10,15,1525,5096
1526,Sulawesi Utara,2020/04/14 00:00:00+00,17,0,2,0,2,0,13,12,12,1526,5097
1527,Sumatera Utara,2020/04/14 00:00:00+00,72,5,10,1,9,0,53,13,14,1527,5098
1528,Sulawesi Tenggara,2020/04/14 00:00:00+00,16,0,1,0,1,0,14,6,6,1528,5099
1529,Sulawesi Selatan,2020/04/14 00:00:00+00,231,9,33,2,15,0,183,6,14,1529,5100
1530,Sulawesi Tengah,2020/04/14 00:00:00+00,19,0,2,0,3,1,14,16,11,1530,5101
1531,Lampung,2020/04/14 00:00:00+00,21,0,1,0,5,1,15,24,5,1531,5102
1532,Riau,2020/04/14 00:00:00+00,20,0,1,0,0,0,19,0,5,1532,5103
1533,Maluku Utara,2020/04/14 00:00:00+00,2,0,1,0,0,0,1,0,50,1533,5104
1534,Maluku,2020/04/14 00:00:00+00,11,0,1,0,0,0,10,0,9,1534,5105
1535,Papua Barat,2020/04/14 00:00:00+00,2,0,0,0,1,0,1,50,0,1535,5106
1536,Papua,2020/04/14 00:00:00+00,68,0,5,0,3,0,60,4,7,1536,5107
1537,Sulawesi Barat,2020/04/14 00:00:00+00,5,0,1,0,1,0,3,20,20,1537,5108
1538,Nusa Tenggara Timur,2020/04/14 00:00:00+00,1,0,0,0,0,0,1,0,0,1538,5109
1539,Gorontalo,2020/04/14 00:00:00+00,1,0,0,0,0,0,1,0,0,1539,5110
1540,Indonesia,2020/04/14 00:00:00+00,27,0,0,0,0,0,27,0,0,1540,5111
1541,Aceh,2020/04/15 00:00:00+00,5,0,4,0,1,0,0,20,80,1541,5112
1542,Bali,2020/04/15 00:00:00+00,98,6,23,2,2,0,73,2,23,1542,5113
1543,Banten,2020/04/15 00:00:00+00,281,0,7,0,25,2,249,9,2,1543,5114
1544,Kepulauan Bangka Belitung,2020/04/15 00:00:00+00,5,1,0,0,1,0,4,20,0,1544,5115
1545,Bengkulu,2020/04/15 00:00:00+00,4,0,0,0,1,0,3,25,0,1545,5116
1546,Daerah Istimewa Yogyakarta,2020/04/15 00:00:00+00,62,1,18,0,7,0,37,11,29,1546,5117
1547,DKI Jakarta,2020/04/15 00:00:00+00,2474,139,164,1,242,0,2068,10,7,1547,5118
1548,Jambi,2020/04/15 00:00:00+00,6,1,0,0,0,0,6,0,0,1548,5119
1549,Jawa Barat,2020/04/15 00:00:00+00,559,29,23,0,52,0,484,9,4,1549,5120
1550,Jawa Tengah,2020/04/15 00:00:00+00,292,13,19,0,27,1,246,9,7,1550,5121
1551,Jawa Timur,2020/04/15 00:00:00+00,499,24,81,5,45,4,373,9,16,1551,5122
1552,Kalimantan Barat,2020/04/15 00:00:00+00,13,0,5,0,3,0,5,23,38,1552,5123
1553,Kalimantan Timur,2020/04/15 00:00:00+00,35,0,6,0,1,0,28,3,17,1553,5124
1554,Kalimantan Tengah,2020/04/15 00:00:00+00,33,8,8,0,2,1,23,6,24,1554,5125
1555,Kalimantan Selatan,2020/04/15 00:00:00+00,49,12,3,0,6,1,40,12,6,1555,5126
1556,Kalimantan Utara,2020/04/15 00:00:00+00,20,4,1,1,1,0,18,5,5,1556,5127
1557,Kepulauan Riau,2020/04/15 00:00:00+00,32,6,2,0,5,0,25,16,6,1557,5128
1558,Nusa Tenggara Barat,2020/04/15 00:00:00+00,37,0,2,0,2,0,33,5,5,1558,5129
1559,Sumatera Selatan,2020/04/15 00:00:00+00,22,3,4,0,2,0,16,9,18,1559,5130
1560,Sumatera Barat,2020/04/15 00:00:00+00,55,7,8,1,4,0,43,7,15,1560,5131
1561,Sulawesi Utara,2020/04/15 00:00:00+00,18,1,2,0,2,0,14,11,11,1561,5132
1562,Sumatera Utara,2020/04/15 00:00:00+00,78,6,10,0,9,0,59,12,13,1562,5133
1563,Sulawesi Tenggara,2020/04/15 00:00:00+00,24,8,1,0,1,0,22,4,4,1563,5134
1564,Sulawesi Selatan,2020/04/15 00:00:00+00,242,11,42,9,15,0,185,6,17,1564,5135
1565,Sulawesi Tengah,2020/04/15 00:00:00+00,22,3,2,0,3,0,17,14,9,1565,5136
1566,Lampung,2020/04/15 00:00:00+00,20,0,1,0,5,1,14,25,5,1566,5137
1567,Riau,2020/04/15 00:00:00+00,20,0,1,0,0,0,19,0,5,1567,5138
1568,Maluku Utara,2020/04/15 00:00:00+00,4,2,2,1,0,0,2,0,50,1568,5139
1569,Maluku,2020/04/15 00:00:00+00,14,3,1,0,0,0,13,0,7,1569,5140
1570,Papua Barat,2020/04/15 00:00:00+00,2,0,0,0,1,0,1,50,0,1570,5141
1571,Papua,2020/04/15 00:00:00+00,75,7,5,0,3,0,67,4,7,1571,5142
1572,Sulawesi Barat,2020/04/15 00:00:00+00,7,2,1,0,1,0,5,14,14,1572,5143
1573,Nusa Tenggara Timur,2020/04/15 00:00:00+00,1,0,0,0,0,0,1,0,0,1573,5144
1574,Gorontalo,2020/04/15 00:00:00+00,1,0,0,0,0,0,1,0,0,1574,5145
1575,Indonesia,2020/04/15 00:00:00+00,27,0,0,0,0,0,27,0,0,1575,5146
1576,Aceh,2020/04/16 00:00:00+00,5,0,4,0,1,0,0,20,80,1576,5147
1577,Bali,2020/04/16 00:00:00+00,113,15,32,9,2,0,79,2,28,1577,5148
1578,Banten,2020/04/16 00:00:00+00,297,16,7,0,32,7,258,11,2,1578,5149
1579,Kepulauan Bangka Belitung,2020/04/16 00:00:00+00,6,1,0,0,1,0,5,17,0,1579,5150
1580,Bengkulu,2020/04/16 00:00:00+00,4,0,0,0,1,0,3,25,0,1580,5151
1581,Daerah Istimewa Yogyakarta,2020/04/16 00:00:00+00,62,0,22,4,7,0,33,11,35,1581,5152
1582,DKI Jakarta,2020/04/16 00:00:00+00,2670,196,202,38,244,2,2224,9,8,1582,5153
1583,Jambi,2020/04/16 00:00:00+00,7,1,0,0,0,0,7,0,0,1583,5154
1584,Jawa Barat,2020/04/16 00:00:00+00,570,11,28,5,53,1,489,9,5,1584,5155
1585,Jawa Tengah,2020/04/16 00:00:00+00,300,8,19,0,27,0,254,9,6,1585,5156
1586,Jawa Timur,2020/04/16 00:00:00+00,514,15,86,5,46,1,382,9,17,1586,5157
1587,Kalimantan Barat,2020/04/16 00:00:00+00,21,8,5,0,3,0,13,14,24,1587,5158
1588,Kalimantan Timur,2020/04/16 00:00:00+00,44,9,10,4,1,0,33,2,23,1588,5159
1589,Kalimantan Tengah,2020/04/16 00:00:00+00,34,1,8,0,2,0,24,6,24,1589,5160
1590,Kalimantan Selatan,2020/04/16 00:00:00+00,59,10,6,3,6,0,47,10,10,1590,5161
1591,Kalimantan Utara,2020/04/16 00:00:00+00,28,8,2,1,1,0,25,4,7,1591,5162
1592,Kepulauan Riau,2020/04/16 00:00:00+00,38,6,5,3,7,2,26,18,13,1592,5163
1593,Nusa Tenggara Barat,2020/04/16 00:00:00+00,45,8,2,0,2,0,41,4,4,1593,5164
1594,Sumatera Selatan,2020/04/16 00:00:00+00,37,15,5,1,2,0,30,5,14,1594,5165
1595,Sumatera Barat,2020/04/16 00:00:00+00,55,0,8,0,4,0,43,7,15,1595,5166
1596,Sulawesi Utara,2020/04/16 00:00:00+00,18,0,5,3,2,0,11,11,28,1596,5167
1597,Sumatera Utara,2020/04/16 00:00:00+00,79,1,12,2,9,0,58,11,15,1597,5168
1598,Sulawesi Tenggara,2020/04/16 00:00:00+00,26,2,4,3,1,0,21,4,15,1598,5169
1599,Sulawesi Selatan,2020/04/16 00:00:00+00,271,29,42,0,23,8,206,8,15,1599,5170
1600,Sulawesi Tengah,2020/04/16 00:00:00+00,22,0,2,0,3,0,17,14,9,1600,5171
1601,Lampung,2020/04/16 00:00:00+00,25,5,8,7,5,0,12,20,32,1601,5172
1602,Riau,2020/04/16 00:00:00+00,24,4,5,4,3,3,16,13,21,1602,5173
1603,Maluku Utara,2020/04/16 00:00:00+00,4,0,2,0,0,0,2,0,50,1603,5174
1604,Maluku,2020/04/16 00:00:00+00,14,0,1,0,0,0,13,0,7,1604,5175
1605,Papua Barat,2020/04/16 00:00:00+00,5,3,0,0,1,0,4,20,0,1605,5176
1606,Papua,2020/04/16 00:00:00+00,80,5,15,10,6,3,59,8,19,1606,5177
1607,Sulawesi Barat,2020/04/16 00:00:00+00,7,0,1,0,1,0,5,14,14,1607,5178
1608,Nusa Tenggara Timur,2020/04/16 00:00:00+00,1,0,0,0,0,0,1,0,0,1608,5179
1609,Gorontalo,2020/04/16 00:00:00+00,4,3,0,0,0,0,4,0,0,1609,5180
1610,Indonesia,2020/04/16 00:00:00+00,27,0,0,0,0,0,27,0,0,1610,5181
1611,Aceh,2020/04/17 00:00:00+00,5,0,4,0,1,0,0,20,80,1611,5182
1612,Bali,2020/04/17 00:00:00+00,124,11,36,4,2,0,86,2,29,1612,5183
1613,Banten,2020/04/17 00:00:00+00,311,11,9,2,34,2,268,11,3,1613,5184
1614,Kepulauan Bangka Belitung,2020/04/17 00:00:00+00,6,0,0,0,1,0,5,17,0,1614,5185
1615,Bengkulu,2020/04/17 00:00:00+00,4,0,0,0,1,0,3,25,0,1615,5186
1616,Daerah Istimewa Yogyakarta,2020/04/17 00:00:00+00,64,1,25,3,7,1,32,11,39,1616,5187
1617,DKI Jakarta,2020/04/17 00:00:00+00,2815,154,204,2,246,2,2365,9,7,1617,5188
1618,Jambi,2020/04/17 00:00:00+00,8,1,0,0,0,0,8,0,0,1618,5189
1619,Jawa Barat,2020/04/17 00:00:00+00,632,58,41,13,56,3,535,9,6,1619,5190
1620,Jawa Tengah,2020/04/17 00:00:00+00,304,5,36,17,41,13,227,13,12,1620,5191
1621,Jawa Timur,2020/04/17 00:00:00+00,522,8,94,8,46,0,382,9,18,1621,5192
1622,Kalimantan Barat,2020/04/17 00:00:00+00,21,0,5,0,3,0,13,14,24,1622,5193
1623,Kalimantan Timur,2020/04/17 00:00:00+00,44,0,10,0,1,0,33,2,23,1623,5194
1624,Kalimantan Tengah,2020/04/17 00:00:00+00,35,1,8,0,2,0,25,6,23,1624,5195
1625,Kalimantan Selatan,2020/04/17 00:00:00+00,74,15,6,0,6,0,62,8,8,1625,5196
1626,Kalimantan Utara,2020/04/17 00:00:00+00,47,19,2,0,1,0,44,2,4,1626,5197
1627,Kepulauan Riau,2020/04/17 00:00:00+00,58,19,5,0,7,0,46,12,9,1627,5198
1628,Nusa Tenggara Barat,2020/04/17 00:00:00+00,51,6,2,0,2,0,47,4,4,1628,5199
1629,Sumatera Selatan,2020/04/17 00:00:00+00,54,17,5,0,2,0,47,4,9,1629,5200
1630,Sumatera Barat,2020/04/17 00:00:00+00,62,7,11,3,6,2,45,10,18,1630,5201
1631,Sulawesi Utara,2020/04/17 00:00:00+00,18,0,5,0,2,0,11,11,28,1631,5202
1632,Sumatera Utara,2020/04/17 00:00:00+00,79,0,12,0,9,0,58,11,15,1632,5203
1633,Sulawesi Tenggara,2020/04/17 00:00:00+00,27,0,4,0,1,0,22,4,15,1633,5204
1634,Sulawesi Selatan,2020/04/17 00:00:00+00,332,62,43,1,23,0,266,7,13,1634,5205
1635,Sulawesi Tengah,2020/04/17 00:00:00+00,24,2,2,0,3,0,19,13,8,1635,5206
1636,Lampung,2020/04/17 00:00:00+00,26,0,10,2,5,0,11,19,38,1636,5207
1637,Riau,2020/04/17 00:00:00+00,26,1,9,4,4,1,13,15,35,1637,5208
1638,Maluku Utara,2020/04/17 00:00:00+00,4,0,2,0,0,0,2,0,50,1638,5209
1639,Maluku,2020/04/17 00:00:00+00,14,0,1,0,0,0,13,0,7,1639,5210
1640,Papua Barat,2020/04/17 00:00:00+00,5,0,0,0,1,0,4,20,0,1640,5211
1641,Papua,2020/04/17 00:00:00+00,89,9,15,0,6,0,68,7,17,1641,5212
1642,Sulawesi Barat,2020/04/17 00:00:00+00,7,0,1,0,1,0,5,14,14,1642,5213
1643,Nusa Tenggara Timur,2020/04/17 00:00:00+00,1,0,0,0,0,0,1,0,0,1643,5214
1644,Gorontalo,2020/04/17 00:00:00+00,4,0,0,0,0,0,4,0,0,1644,5215
1645,Indonesia,2020/04/17 00:00:00+00,26,0,0,0,0,0,26,0,0,1645,5216
1646,Aceh,2020/04/18 00:00:00+00,6,1,4,0,1,0,1,17,67,1646,5217
1647,Bali,2020/04/18 00:00:00+00,131,7,36,0,3,1,92,2,27,1647,5218
1648,Banten,2020/04/18 00:00:00+00,321,10,9,0,34,0,278,11,3,1648,5219
1649,Kepulauan Bangka Belitung,2020/04/18 00:00:00+00,6,0,0,0,1,0,5,17,0,1649,5220
1650,Bengkulu,2020/04/18 00:00:00+00,4,0,0,0,1,0,3,25,0,1650,5221
1651,Daerah Istimewa Yogyakarta,2020/04/18 00:00:00+00,67,3,26,1,7,0,34,10,39,1651,5222
1652,DKI Jakarta,2020/04/18 00:00:00+00,2924,109,205,1,253,7,2466,9,7,1652,5223
1653,Jambi,2020/04/18 00:00:00+00,8,0,0,0,0,0,8,0,0,1653,5224
1654,Jawa Barat,2020/04/18 00:00:00+00,641,9,41,0,56,0,544,9,6,1654,5225
